job_name,param_index,param_name,param_key,mean,std,first_half_mean,second_half_mean,split_half_abs_mean_shift_sigma
diagnostic120,0,gamma_lens0,00:gamma_lens0,2.00012909805989,0.021725284754578453,1.9938383610924622,2.006419835027279,0.5791166411103692
diagnostic120,1,gamma1_lens1,01:gamma1_lens1,0.05240395280979401,0.024166665658480573,0.04350966420703831,0.061298241412550906,0.736079087457154
diagnostic120,2,gamma2_lens1,02:gamma2_lens1,-0.06851035183932162,0.027020591132916626,-0.0692431540680666,-0.06777754961057718,0.0542402810592019
diagnostic120,3,R_sersic_source_light0,03:R_sersic_source_light0,0.17210872586371878,0.008540814961269644,0.17147761961847988,0.17273983210896035,0.14778595439152947
diagnostic120,4,n_sersic_source_light0,04:n_sersic_source_light0,3.254765504542097,0.6069761333538963,2.835758680029395,3.6737723290548434,1.3806369031242711
diagnostic120,5,e1_source_light0,05:e1_source_light0,-0.04949988542360282,0.05313590816551482,-0.013606641479502997,-0.08539312936770345,1.3509976655191311
diagnostic120,6,e2_source_light0,06:e2_source_light0,-0.011666896303369294,0.04252705477332926,0.001839797641228412,-0.02517359024796711,0.6352047662962472
diagnostic120,7,beta_source_light1,07:beta_source_light1,0.14344822063122104,0.011921697175068552,0.14988850312609756,0.13700793813635107,1.0804304789424408
diagnostic120,8,R_sersic_source_light2,08:R_sersic_source_light2,0.17035321006464207,0.004220974416980307,0.16980719967431135,0.17089922045497796,0.25871295879332395
diagnostic120,9,n_sersic_source_light2,09:n_sersic_source_light2,2.491639716979346,0.33816697104790516,2.712395589051722,2.27088384490698,1.3056027996326447
diagnostic120,10,beta_source_light3,10:beta_source_light3,0.13921133009931982,0.014414674136593843,0.14511934924998862,0.13330331094865314,0.8197228871458808
diagnostic120,11,R_sersic_source_light4,11:R_sersic_source_light4,0.1671365289221629,0.008659929634088076,0.16958833460481684,0.16468472323950561,0.5662414790811814
diagnostic120,12,n_sersic_source_light4,12:n_sersic_source_light4,2.8295323434203627,0.28805609135586885,2.820001197735864,2.839063489104951,0.06617562322426633
diagnostic120,13,beta_source_light5,13:beta_source_light5,0.16743312804898192,0.01352547436533233,0.15733698769037302,0.17752926840759098,1.492907396097003
diagnostic120,14,R_sersic_lens_light0,14:R_sersic_lens_light0,0.8392344506781145,0.07722470436948521,0.8049267816790233,0.8735421196771903,0.8885153858146893
diagnostic120,15,n_sersic_lens_light0,15:n_sersic_lens_light0,2.345638945965597,0.3894506557621076,2.0800697282657343,2.611208163665453,1.3638144590076031
diagnostic120,16,e1_lens_light0,16:e1_lens_light0,-0.018404412847726183,0.06568762959298596,-0.04894519035384286,0.012136364658389772,0.929879117114997
diagnostic120,17,e2_lens_light0,17:e2_lens_light0,0.24625177474844415,0.0624370562686406,0.272456471578506,0.22004707791836572,0.8393956536612669
diagnostic120,18,center_x_lens_light0,18:center_x_lens_light0,0.027599656106497762,0.002857133308318374,0.028464820326022842,0.026734491886973796,0.6056169774807781
diagnostic120,19,center_y_lens_light0,19:center_y_lens_light0,-0.05055655629317511,0.0035362570271098835,-0.04807133730738501,-0.053041775278964635,1.4055646781524544
diagnostic120,20,R_sersic_lens_light1,20:R_sersic_lens_light1,3.3967588608716572,0.03160454552298735,3.3919330027144716,3.401584719028789,0.30539013152370736
diagnostic120,21,n_sersic_lens_light1,21:n_sersic_lens_light1,2.4054939014794616,0.4764545613219477,2.074540296706011,2.7364475062528912,1.3892346999659217
diagnostic120,22,e1_lens_light1,22:e1_lens_light1,-0.012920488685454342,0.07119000795965705,0.018874913651072113,-0.04471589102198089,0.8932546363556564
diagnostic120,23,e2_lens_light1,23:e2_lens_light1,0.08219483959229221,0.05527910213939359,0.06090405421306308,0.10348562497152204,0.7703014178905001
diagnostic120,24,R_sersic_lens_light2,24:R_sersic_lens_light2,5.842427311299552,0.02303334361169488,5.840207728023427,5.844646894575936,0.19272783956830927
diagnostic120,25,n_sersic_lens_light2,25:n_sersic_lens_light2,0.7382405701417173,0.20956316217803095,0.6268006833827989,0.8496804569005925,1.0635446191987985
diagnostic120,26,e1_lens_light2,26:e1_lens_light2,-0.23832546678663166,0.0880403625867721,-0.2788105983993153,-0.19784033517395033,0.9196947950395075
diagnostic120,27,e2_lens_light2,27:e2_lens_light2,0.42942618673459887,0.06885782467745652,0.4461898253674692,0.41266254810173253,0.4869058443582567
diagnostic120,28,R_sersic_lens_light3,28:R_sersic_lens_light3,0.8372719604627779,0.04376615516691915,0.8163704767205964,0.8581734442049465,0.9551437023417562
diagnostic120,29,R_sersic_lens_light4,29:R_sersic_lens_light4,3.4059115524351946,0.033003687935181755,3.394521952143872,3.417301152726425,0.6902016716010821
diagnostic120,30,R_sersic_lens_light5,30:R_sersic_lens_light5,5.884472982151065,0.04182846543989809,5.853919286296275,5.915026678005662,1.460904459804523
diagnostic120,31,ratio12_lens_light6,31:ratio12_lens_light6,1.254374278701416,0.24847084002551503,1.1515896721946397,1.3571588852081966,0.8273373768592726
diagnostic120,32,ratio13_lens_light6,32:ratio13_lens_light6,20.365119759720535,0.33206886707269934,20.433895909818148,20.296343609623065,0.41422823346024223
diagnostic120,33,w_c1_lens_light6,33:w_c1_lens_light6,0.08971238617686669,0.04779440756338372,0.07153457947039703,0.1078901928833368,0.7606666818490265
diagnostic120,34,w_t1_lens_light6,34:w_t1_lens_light6,0.7440673101831515,0.2406519859114177,0.5871449212806237,0.9009896990856759,1.304143726947145
diagnostic120,35,e11_lens_light6,35:e11_lens_light6,-0.06423051385663689,0.12236869229256236,-0.09268524735500773,-0.03577578035826847,0.46506558115546015
diagnostic120,36,e21_lens_light6,36:e21_lens_light6,0.15407634747032561,0.20501610468673304,0.28353226809586024,0.024620426844793725,1.2628853798847848
diagnostic120,37,w_c2_lens_light6,37:w_c2_lens_light6,0.24583634146421082,0.09614970723794561,0.3089959776703651,0.1826767052580522,1.313776984243869
diagnostic120,38,w_t2_lens_light6,38:w_t2_lens_light6,6.145636252627239,0.3197261432269609,6.195372412208538,6.095900093045853,0.3111172522784995
diagnostic120,39,e12_lens_light6,39:e12_lens_light6,0.05296536710858239,0.13449464719200716,0.0395096297593974,0.06642110445776755,0.20009327701905283
diagnostic120,40,e22_lens_light6,40:e22_lens_light6,0.03461801806683825,0.13721075987534787,0.08980208493186351,-0.020566048798183877,0.8043693791180034
diagnostic120,41,w_c3_lens_light6,41:w_c3_lens_light6,2.138270721865305,0.0693876493148852,2.1252165883858245,2.151324855344688,0.37626677393272967
diagnostic120,42,w_t3_lens_light6,42:w_t3_lens_light6,2.079727856513919,0.29543105691884597,2.106680147616313,2.0527755654115496,0.1824607838010349
diagnostic120,43,e13_lens_light6,43:e13_lens_light6,-0.3070553770856265,0.07878004408876982,-0.30132471621725276,-0.3127860379540087,0.14548508913876448
diagnostic120,44,e23_lens_light6,44:e23_lens_light6,0.3154540916880488,0.17983251063712588,0.39474627983046123,0.23616190354563205,0.8818448662152419
diagnostic120,45,ra_image,45:ra_image,0.6959165408004921,0.02344354589837132,0.7039605315448382,0.6878725500561449,0.6862435212552342
