model_id,model_dt1_mean_days,model_dt2_mean_days,observed_dt1_days,observed_dt2_days,model_minus_observed_dt1_days,model_minus_observed_dt2_days,observed_minus_model_dt1_days,observed_minus_model_dt2_days,combined_sigma_dt1_days,combined_sigma_dt2_days,combined_pull_dt1,combined_pull_dt2,published_mean_chi2_vs_observed,published_fraction_within_2sigma_box,relative_core_logZ_weight,clean_no_t2_row
0408_run1001_0_0_0_0_0_1_1_0,-114.91313755862485,-135.54826217606254,-112.1,-155.5,-2.8131375586248595,19.951737823937464,2.8131375586248595,-19.951737823937464,2.2856136880142324,12.841801927684484,-1.2308018513263919,1.5536556268575759,4.415247627349636,0.965,1.0,True
0408_run910_0_2_1_0_0_1_1_0,-116.13710264725601,-135.7636800234988,-112.1,-155.5,-4.03710264725602,19.736319976501193,4.03710264725602,-19.736319976501193,2.330209192732612,12.85402586761294,-1.7325065319658068,1.5354193448629128,6.312891593330599,0.5837,3.602962029248673e-158,True
